fname,labels,mids,split,audio_path
175849,"Traffic_noise_and_roadway_noise,Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm","/m/0btp2,/m/0912c9,/m/0k4j,/m/012f08,/m/07yv9,/m/07pp_mv",train,data/FSD50K/FSD50K.dev_audio_16k/
424809,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
22354,"Traffic_noise_and_roadway_noise,Engine,Car,Bicycle,Motor_vehicle_(road),Vehicle","/m/0btp2,/m/02mk9,/m/0k4j,/m/0199g,/m/012f08,/m/07yv9",train,data/FSD50K/FSD50K.dev_audio_16k/
30341,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
34072,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
28396,"Female_speech_and_woman_speaking,Chatter,Accelerating_and_revving_and_vroom,Bell,Train,Speech,Human_voice,Rail_transport,Vehicle,Human_group_actions,Engine","/m/02zsn,/m/07rkbfh,/m/07q2z82,/m/0395lw,/m/07jdr,/m/09x0r,/m/09l8g,/m/06d_3,/m/07yv9,/t/dd00012,/m/02mk9",,data/FSD50K/FSD50K.eval_audio_16k/
386574,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
174919,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
23756,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
156946,"Male_speech_and_man_speaking,Walk_and_footsteps,Chatter,Church_bell,Speech,Human_voice,Human_group_actions,Bell","/m/05zppz,/m/07pbtc8,/m/07rkbfh,/m/03w41f,/m/09x0r,/m/09l8g,/t/dd00012,/m/0395lw",,data/FSD50K/FSD50K.eval_audio_16k/
5997,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
167034,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
99770,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
380809,"Chatter,Chirp_and_tweet,Car_passing_by,Typing,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Car,Motor_vehicle_(road),Vehicle,Domestic_sounds_and_home_sounds","/m/07rkbfh,/m/07pggtn,/t/dd00134,/m/0316dw,/t/dd00012,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/0k4j,/m/012f08,/m/07yv9,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
99636,"Crowd,Cheering,Human_group_actions","/m/03qtwd,/m/053hz1,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
70083,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
271184,"Chirp_and_tweet,Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/0btp2,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9",val,data/FSD50K/FSD50K.dev_audio_16k/
277019,"Applause,Crowd,Human_group_actions","/m/028ght,/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
340967,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
34269,"Raindrop,Drip,Rain,Water,Liquid","/m/07r10fb,/m/07r5v4s,/m/06mb1,/m/0838f,/m/04k94",,data/FSD50K/FSD50K.eval_audio_16k/
101948,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
189186,"Applause,Crowd,Human_group_actions","/m/028ght,/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
371719,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
275558,"Chatter,Traffic_noise_and_roadway_noise,Vehicle_horn_and_car_horn_and_honking,Engine,Car,Motor_vehicle_(road),Vehicle,Alarm,Human_group_actions","/m/07rkbfh,/m/0btp2,/m/0912c9,/m/02mk9,/m/0k4j,/m/012f08,/m/07yv9,/m/07pp_mv,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
72838,"Applause,Chatter,Crowd,Cheering,Clapping,Shout,Human_group_actions,Human_voice,Hands","/m/028ght,/m/07rkbfh,/m/03qtwd,/m/053hz1,/m/0l15bq,/m/07p6fty,/t/dd00012,/m/09l8g,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
347219,"Chatter,Accordion,Human_group_actions,Musical_instrument,Music","/m/07rkbfh,/m/0mkg,/t/dd00012,/m/04szw,/m/04rlf",,data/FSD50K/FSD50K.eval_audio_16k/
182786,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
83675,"Car_passing_by,Traffic_noise_and_roadway_noise,Engine,Car,Motor_vehicle_(road),Vehicle","/t/dd00134,/m/0btp2,/m/02mk9,/m/0k4j,/m/012f08,/m/07yv9",train,data/FSD50K/FSD50K.dev_audio_16k/
250936,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",val,data/FSD50K/FSD50K.dev_audio_16k/
420826,"Car_passing_by,Traffic_noise_and_roadway_noise,Engine,Car,Motor_vehicle_(road),Vehicle","/t/dd00134,/m/0btp2,/m/02mk9,/m/0k4j,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
179045,"Wind,Camera,Mechanisms","/m/03m9d0z,/m/0dv5r,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
420302,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
133846,"Wind,Fire","/m/03m9d0z,/m/02_41",train,data/FSD50K/FSD50K.dev_audio_16k/
63244,"Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Vehicle","/m/0btp2,/m/012f08,/m/07yv9",train,data/FSD50K/FSD50K.dev_audio_16k/
348024,"Rain,Water","/m/06mb1,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
59643,"Chirp_and_tweet,Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/0btp2,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
325831,"Chatter,Chirp_and_tweet,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07rkbfh,/m/07pggtn,/t/dd00012,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
113173,Wind,/m/03m9d0z,,data/FSD50K/FSD50K.eval_audio_16k/
395463,"Rain,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal","/m/06mb1,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk",train,data/FSD50K/FSD50K.dev_audio_16k/
237022,"Chatter,Yell,Human_group_actions,Shout,Human_voice","/m/07rkbfh,/m/07sr1lc,/t/dd00012,/m/07p6fty,/m/09l8g",,data/FSD50K/FSD50K.eval_audio_16k/
152806,"Chirp_and_tweet,Run,Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/06h7j,/m/0btp2,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
179342,"Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Fowl,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle,Livestock_and_farm_animals_and_working_animals","/m/0btp2,/m/020bb7,/m/025rv6n,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9,/m/0ch8v",,data/FSD50K/FSD50K.eval_audio_16k/
140487,"Walk_and_footsteps,Chatter,Human_group_actions","/m/07pbtc8,/m/07rkbfh,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
128307,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
336379,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
40807,"Thunder,Chirp_and_tweet,Rain,Water,Thunderstorm,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0ngt1,/m/07pggtn,/m/06mb1,/m/0838f,/m/0jb2l,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
208842,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
400079,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
68327,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
241901,"Applause,Crowd,Human_group_actions","/m/028ght,/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
114521,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
391694,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
234877,"Raindrop,Drip,Trickle_and_dribble,Rain,Water,Liquid,Pour","/m/07r10fb,/m/07r5v4s,/m/07pqc89,/m/06mb1,/m/0838f,/m/04k94,/m/07prgkl",train,data/FSD50K/FSD50K.dev_audio_16k/
388423,"Applause,Crowd,Cheering,Clapping,Human_group_actions,Hands","/m/028ght,/m/03qtwd,/m/053hz1,/m/0l15bq,/t/dd00012,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
65292,"Cutlery_and_silverware,Chatter,Tick-tock,Chime,Domestic_sounds_and_home_sounds,Bell,Human_group_actions,Clock,Mechanisms","/m/023pjk,/m/07rkbfh,/m/07qjznl,/m/0f8s22,/t/dd00071,/m/0395lw,/t/dd00012,/m/01x3z,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
184416,"Crowd,Cheering,Human_group_actions","/m/03qtwd,/m/053hz1,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
396984,"Walk_and_footsteps,Thunder,Wind,Thunderstorm","/m/07pbtc8,/m/0ngt1,/m/03m9d0z,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
15555,"Male_speech_and_man_speaking,Crowd,Cheering,Engine,Truck,Speech,Human_voice,Motor_vehicle_(road),Vehicle,Human_group_actions","/m/05zppz,/m/03qtwd,/m/053hz1,/m/02mk9,/m/07r04,/m/09x0r,/m/09l8g,/m/012f08,/m/07yv9,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
102106,"Applause,Crowd,Cheering,Human_group_actions","/m/028ght,/m/03qtwd,/m/053hz1,/t/dd00012",val,data/FSD50K/FSD50K.dev_audio_16k/
329546,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
199340,"Male_speech_and_man_speaking,Female_speech_and_woman_speaking,Chatter,Crowd,Speech,Human_voice,Human_group_actions","/m/05zppz,/m/02zsn,/m/07rkbfh,/m/03qtwd,/m/09x0r,/m/09l8g,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
34390,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
132138,"Squeak,Chatter,Subway_and_metro_and_underground,Human_group_actions,Rail_transport,Vehicle","/m/07q6cd_,/m/07rkbfh,/m/0195fx,/t/dd00012,/m/06d_3,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
27221,"Rain,Water","/m/06mb1,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
68595,"Raindrop,Water,Liquid,Rain","/m/07r10fb,/m/0838f,/m/04k94,/m/06mb1",train,data/FSD50K/FSD50K.dev_audio_16k/
169678,"Thunder,Stream,Rain,Water,Thunderstorm","/m/0ngt1,/m/0j6m2,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
96728,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
75693,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
333441,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
197885,"Raindrop,Drip,Trickle_and_dribble,Rain,Water,Liquid,Pour","/m/07r10fb,/m/07r5v4s,/m/07pqc89,/m/06mb1,/m/0838f,/m/04k94,/m/07prgkl",train,data/FSD50K/FSD50K.dev_audio_16k/
238933,"Chatter,Chirp_and_tweet,Rattle_(instrument),Human_group_actions,Percussion,Musical_instrument,Music,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07rkbfh,/m/07pggtn,/m/05r5wn,/t/dd00012,/m/0l14md,/m/04szw,/m/04rlf,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
186427,"Chatter,Microwave_oven,Bell,Human_group_actions,Domestic_sounds_and_home_sounds","/m/07rkbfh,/m/0fx9l,/m/0395lw,/t/dd00012,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
25042,"Chatter,Human_group_actions","/m/07rkbfh,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
23710,"Knock,Stream,Traffic_noise_and_roadway_noise,Water,Motor_vehicle_(road),Vehicle,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/0btp2,/m/0838f,/m/012f08,/m/07yv9,/m/02dgv,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
76380,"Applause,Crowd,Human_group_actions","/m/028ght,/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
60778,"Crowd,Laughter,Human_group_actions,Human_voice","/m/03qtwd,/m/01j3sz,/t/dd00012,/m/09l8g",train,data/FSD50K/FSD50K.dev_audio_16k/
253763,"Thunder,Car_passing_by,Engine,Rain,Water,Thunderstorm,Car,Motor_vehicle_(road),Vehicle","/m/0ngt1,/t/dd00134,/m/02mk9,/m/06mb1,/m/0838f,/m/0jb2l,/m/0k4j,/m/012f08,/m/07yv9",val,data/FSD50K/FSD50K.dev_audio_16k/
50362,"Thunder,Rain,Thunderstorm,Water","/m/0ngt1,/m/06mb1,/m/0jb2l,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
16752,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
268015,"Male_speech_and_man_speaking,Traffic_noise_and_roadway_noise,Vehicle_horn_and_car_horn_and_honking,Engine,Car,Motor_vehicle_(road),Vehicle,Alarm,Speech,Human_voice","/m/05zppz,/m/0btp2,/m/0912c9,/m/02mk9,/m/0k4j,/m/012f08,/m/07yv9,/m/07pp_mv,/m/09x0r,/m/09l8g",val,data/FSD50K/FSD50K.dev_audio_16k/
415236,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
266192,"Male_speech_and_man_speaking,Female_speech_and_woman_speaking,Chatter,Speech,Human_voice,Human_group_actions","/m/05zppz,/m/02zsn,/m/07rkbfh,/m/09x0r,/m/09l8g,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
334992,"Chatter,Keys_jangling,Drawer_open_or_close,Human_voice,Music,Human_group_actions,Domestic_sounds_and_home_sounds","/m/07rkbfh,/m/03v3yw,/m/0fqfqc,/m/09l8g,/m/04rlf,/t/dd00012,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
423148,"Rain,Water","/m/06mb1,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
78236,"Rain,Water","/m/06mb1,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
406448,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
391685,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
407028,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
46267,"Raindrop,Drip,Rain,Water,Liquid","/m/07r10fb,/m/07r5v4s,/m/06mb1,/m/0838f,/m/04k94",train,data/FSD50K/FSD50K.dev_audio_16k/
333408,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
106559,"Chatter,Car_passing_by,Race_car_and_auto_racing,Engine,Laughter,Human_group_actions,Human_voice,Car,Motor_vehicle_(road),Vehicle","/m/07rkbfh,/t/dd00134,/m/0ltv,/m/02mk9,/m/01j3sz,/t/dd00012,/m/09l8g,/m/0k4j,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
245684,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
427245,"Tick,Wind,Fire","/m/07qjznt,/m/03m9d0z,/m/02_41",val,data/FSD50K/FSD50K.dev_audio_16k/
323629,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
330264,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
196645,"Applause,Chatter,Clapping,Shout,Human_group_actions,Human_voice,Hands","/m/028ght,/m/07rkbfh,/m/0l15bq,/m/07p6fty,/t/dd00012,/m/09l8g,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
22619,"Chatter,Human_group_actions","/m/07rkbfh,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
388349,"Mechanical_fan,Engine,Mechanisms","/m/02x984l,/m/02mk9,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
51034,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
120699,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
23725,"Chatter,Laughter,Livestock_and_farm_animals_and_working_animals,Human_group_actions,Human_voice,Animal","/m/07rkbfh,/m/01j3sz,/m/0ch8v,/t/dd00012,/m/09l8g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
327396,"Chatter,Chuckle_and_chortle,Giggle,Car_passing_by,Laughter,Human_group_actions,Human_voice,Car,Motor_vehicle_(road),Vehicle","/m/07rkbfh,/m/07rgt08,/m/07r660_,/t/dd00134,/m/01j3sz,/t/dd00012,/m/09l8g,/m/0k4j,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
56286,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
257813,"Crowd,Cheering,Human_group_actions","/m/03qtwd,/m/053hz1,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
33564,"Applause,Chatter,Cheering,Clapping,Shout,Human_group_actions,Human_voice,Hands","/m/028ght,/m/07rkbfh,/m/053hz1,/m/0l15bq,/m/07p6fty,/t/dd00012,/m/09l8g,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
105416,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
240230,"Raindrop,Thunder,Rain,Water,Thunderstorm","/m/07r10fb,/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
335019,"Writing,Chatter,Domestic_sounds_and_home_sounds,Human_group_actions","/m/081rb,/m/07rkbfh,/t/dd00071,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
420297,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
76404,Wind,/m/03m9d0z,,data/FSD50K/FSD50K.eval_audio_16k/
84720,"Applause,Chatter,Clapping,Human_group_actions,Hands","/m/028ght,/m/07rkbfh,/m/0l15bq,/t/dd00012,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
338964,"Chatter,Crowd,Human_group_actions","/m/07rkbfh,/m/03qtwd,/t/dd00012",val,data/FSD50K/FSD50K.dev_audio_16k/
238039,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
201893,"Chatter,Typewriter,Human_group_actions,Typing,Domestic_sounds_and_home_sounds","/m/07rkbfh,/m/0c2wf,/t/dd00012,/m/0316dw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
354038,"Applause,Crowd,Cheering,Human_group_actions","/m/028ght,/m/03qtwd,/m/053hz1,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
79873,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
2215,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
351385,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
429422,"Applause,Chatter,Crowd,Cheering,Clapping,Human_group_actions,Hands","/m/028ght,/m/07rkbfh,/m/03qtwd,/m/053hz1,/m/0l15bq,/t/dd00012,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
154858,"Chirp_and_tweet,Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/0btp2,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
414304,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
58385,"Wind_chime,Wind,Chime,Bell","/m/026fgl,/m/03m9d0z,/m/0f8s22,/m/0395lw",,data/FSD50K/FSD50K.eval_audio_16k/
331520,"Car_passing_by,Traffic_noise_and_roadway_noise,Bus,Engine,Car,Motor_vehicle_(road),Vehicle","/t/dd00134,/m/0btp2,/m/01bjv,/m/02mk9,/m/0k4j,/m/012f08,/m/07yv9",val,data/FSD50K/FSD50K.dev_audio_16k/
22682,"Cricket,Wind,Insect,Wild_animals,Animal","/m/09xqv,/m/03m9d0z,/m/03vt0,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
316894,"Rain,Water","/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
262759,"Car_passing_by,Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Vehicle,Engine,Car","/t/dd00134,/m/0btp2,/m/012f08,/m/07yv9,/m/02mk9,/m/0k4j",train,data/FSD50K/FSD50K.dev_audio_16k/
107270,"Applause,Crowd,Human_group_actions","/m/028ght,/m/03qtwd,/t/dd00012",train,data/FSD50K/FSD50K.dev_audio_16k/
399652,"Chatter,Waves_and_surf,Human_group_actions,Ocean,Water","/m/07rkbfh,/m/034srq,/t/dd00012,/m/05kq4,/m/0838f",,data/FSD50K/FSD50K.eval_audio_16k/
69307,"Male_speech_and_man_speaking,Chatter,Speech,Human_voice,Human_group_actions","/m/05zppz,/m/07rkbfh,/m/09x0r,/m/09l8g,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
33256,"Wind,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/03m9d0z,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train,data/FSD50K/FSD50K.dev_audio_16k/
17607,Wind,/m/03m9d0z,val,data/FSD50K/FSD50K.dev_audio_16k/
101796,"Chatter,Sawing,Human_group_actions,Tools","/m/07rkbfh,/m/01b82r,/t/dd00012,/m/07k1x",,data/FSD50K/FSD50K.eval_audio_16k/
102908,"Chatter,Stream,Trickle_and_dribble,Frog,Human_group_actions,Water,Pour,Liquid,Wild_animals,Animal","/m/07rkbfh,/m/0j6m2,/m/07pqc89,/m/09ld4,/t/dd00012,/m/0838f,/m/07prgkl,/m/04k94,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
53505,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
420316,Wind,/m/03m9d0z,train,data/FSD50K/FSD50K.dev_audio_16k/
360620,"Applause,Chatter,Crowd,Cheering,Clapping,Human_group_actions,Hands","/m/028ght,/m/07rkbfh,/m/03qtwd,/m/053hz1,/m/0l15bq,/t/dd00012,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
53601,"Thunder,Wind,Rain,Water,Thunderstorm","/m/0ngt1,/m/03m9d0z,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
332438,"Mechanical_fan,Mechanisms","/m/02x984l,/t/dd00077",train,data/FSD50K/FSD50K.dev_audio_16k/
402547,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
406767,"Raindrop,Rain,Water","/m/07r10fb,/m/06mb1,/m/0838f",train,data/FSD50K/FSD50K.dev_audio_16k/
410990,"Chatter,Finger_snapping,Human_group_actions,Hands","/m/07rkbfh,/m/025_jnm,/t/dd00012,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
56961,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
240079,"Raindrop,Drip,Rain,Water,Liquid","/m/07r10fb,/m/07r5v4s,/m/06mb1,/m/0838f,/m/04k94",,data/FSD50K/FSD50K.eval_audio_16k/
197259,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",,data/FSD50K/FSD50K.eval_audio_16k/
336651,"Traffic_noise_and_roadway_noise,Bus,Motor_vehicle_(road),Vehicle","/m/0btp2,/m/01bjv,/m/012f08,/m/07yv9",train,data/FSD50K/FSD50K.dev_audio_16k/
194933,"Chirp_and_tweet,Traffic_noise_and_roadway_noise,Insect,Crow,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/0btp2,/m/03vt0,/m/04s8yn,/m/01280g,/m/0jbk,/m/020bb7,/m/015p6,/m/012f08,/m/07yv9",,data/FSD50K/FSD50K.eval_audio_16k/
113514,"Crowd,Fireworks,Human_group_actions,Explosion","/m/03qtwd,/m/0g6b5,/t/dd00012,/m/014zdl",train,data/FSD50K/FSD50K.dev_audio_16k/
360297,"Thunder,Rain,Water,Thunderstorm","/m/0ngt1,/m/06mb1,/m/0838f,/m/0jb2l",train,data/FSD50K/FSD50K.dev_audio_16k/
96938,"Chatter,Human_group_actions","/m/07rkbfh,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
